"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","is_bitter"
"Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Venezuela",FALSE
"Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,"Domincan Republic",FALSE
"Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Venezuela",FALSE
"Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,"Ecuador",FALSE
"East Van Roasters","Peru",1343,2014,70,"Canada",3.25,"Peru",FALSE
"East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Madagascar",FALSE
"East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,"Dominican Republic",FALSE
"Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,"Colombia",FALSE
"Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,"Colombia",FALSE
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Peru",TRUE
"Edelmond","Porcelana",1876,2016,68,"Germany",3,"Venezuela",FALSE
"El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,"Bolivia",TRUE
"El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,"Bolivia",TRUE
"El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,"Venezuela",FALSE
"El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",2.75,"Venezuela",FALSE
"El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Venezuela",FALSE
"El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Venezuela",TRUE
"El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Venezuela",FALSE
"El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Venezuela",FALSE
"El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Venezuela",FALSE
"Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,"St. Lucia",FALSE
"Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,"St. Lucia",FALSE
"Emily's","Patanemo",1450,2015,79,"Japan",3,"Venezuela",TRUE
"Emily's","Peru",1454,2015,78,"Japan",3.5,"Peru",TRUE
"ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,"Honduras",TRUE
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Sao Tome & Principe",TRUE
"Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Vietnam",FALSE
"Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Vietnam",TRUE
"Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Vietnam",TRUE
"Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Venezuela",FALSE
"Escazu","Guapiles",414,2009,65,"U.S.A.",2,"Costa Rica",FALSE
"Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Venezuela",TRUE
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,"Cost Rica, Ven",TRUE
"Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Venezuela",TRUE
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,"Peru, Madagascar",FALSE
"Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinidad",FALSE
"Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Venezuela",FALSE
"Ethel's Artisan (Mars)","Red Vanilla",666,2011,62,"U.S.A.",2.75," ",FALSE
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,"Venezuela, Trinidad",FALSE
"Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Belize",TRUE
"Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,"Ecuador",TRUE
"Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,"Dominican Republic",TRUE
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,"Brazil",TRUE
"Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,"Jamaica",TRUE
"Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,"Venezuela",TRUE
"Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Belize",TRUE
"Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Grenada",FALSE
"Felchlin","Supremo- SF",105,2006,62,"Switzerland",2," ",FALSE
"Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Dominican Republic",TRUE
"Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Madagascar",FALSE
"Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Venezuela",FALSE
"Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Ecuador",TRUE
"Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Bolivia",FALSE
"Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,"Puerto Rico",FALSE
"Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,"Dominican Republic",TRUE
"Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,"Dominican Republic",TRUE
"Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Peru",TRUE
"Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,"Domincan Republic",FALSE
"Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,"Domincan Republic",TRUE
"Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,"Madagascar",FALSE
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,"Ecuador",TRUE
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Tanzania",FALSE
"Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,"Venezuela",FALSE
"Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,"Venezuela",FALSE
"Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,"Venezuela",FALSE
"Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,"Venezuela",FALSE
"Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,"Costa Rica",FALSE
"Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,"Peru",TRUE
"Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Vietnam",TRUE
"Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Ghana",FALSE
"Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Madagascar",FALSE
"French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,"Peru",FALSE
"French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,"Guatemala",TRUE
"French Broad","San Andres",1209,2014,80,"U.S.A.",3,"Costa Rica",TRUE
"French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,"Nicaragua",FALSE
"French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,"Peru",FALSE
"French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Peru",FALSE
"French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,"Peru",FALSE
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,"Peru",TRUE
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Peru",FALSE
"French Broad","La Red",785,2011,65,"U.S.A.",3.5,"Dominican Republic",FALSE
"Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Peru",FALSE
"Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Peru",FALSE
"Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Peru",FALSE
"Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Peru",FALSE
"Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,"Dominican Republic",TRUE
"Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,"Dominican Republic",TRUE
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,"Peru",FALSE
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Peru",FALSE
"Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea",FALSE
"Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,"Papua New Guinea",FALSE
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Madagascar",TRUE
"Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Papua New Guinea",FALSE
"Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Papua New Guinea",FALSE
"Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Ghana",TRUE
"Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Jamaica",FALSE
"Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,"Dominican Republic",TRUE
"Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Jamaica",FALSE
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Madagascar",TRUE
"Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,"Dominican Republic",TRUE
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Madagascar",TRUE
"Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Venezuela",TRUE
"Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Venezuela",FALSE
"Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Jamaica",TRUE
"Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Jamaica",FALSE
"Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Jamaica",FALSE
"Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Venezuela",FALSE
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,"Nicaragua",FALSE
"Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,"Nicaragua",FALSE
"Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,"Nicaragua",TRUE
"Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Honduras",FALSE
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua",FALSE
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Nicaragua",FALSE
"Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Bolivia",TRUE
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Costa Rica",TRUE
"Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinidad",FALSE
"Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Peru",TRUE
"Fruition","La Red",1046,2013,70,"U.S.A.",3.75,"Dominican Republic",FALSE
"Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,"Ecuador",TRUE
"Fruition","Peru",863,2012,70,"U.S.A.",2.5,"Peru",FALSE
"Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Costa Rica",FALSE
"Fruition","Costa Rica",781,2011,70,"U.S.A.",3,"Costa Rica",FALSE
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Hawaii",TRUE
"Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Madagascar",FALSE
"Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Ghana",FALSE
"Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Domincan Republic",FALSE
"Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Domincan Republic",TRUE
"Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Madagascar",TRUE
"Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,"Belize",FALSE
"Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Brazil",FALSE
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,"Mexico",TRUE
"Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,"Nicaragua",TRUE
"Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,"Guatemala",TRUE
"Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Vietnam",TRUE
"Green & Black's (ICAM)","Dark",15,2006,70,"U.K.",2.5," ",FALSE
"Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,"Madagascar",FALSE
"Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Grenada",TRUE
"Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Grenada",FALSE
"Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Grenada",TRUE
"Guido Castagna","Arriba",355,2009,64,"Italy",3,"Ecuador",FALSE
"Guido Castagna","Ghana",355,2009,64,"Italy",3,"Ghana",FALSE
"Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,"Trinidad, Tobago",FALSE
"Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,"Venezuela",TRUE
"Guido Castagna","Blend",355,2009,64,"Italy",3.25,"Ven, Trinidad, Ecuador",FALSE
"Guittard","Epique, Blend No. 49",1602,2015,70,"U.S.A.",3.75," ",FALSE
"Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,"Haiti",FALSE
"Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,"Nicaragua",FALSE
"Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Jamaica",FALSE
"Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,"Ecuador",FALSE
"Guittard","Coucher du Soleil",654,2011,72,"U.S.A.",2.75," ",TRUE
"Guittard","Lever du Soleil",654,2011,61,"U.S.A.",3.25," ",FALSE
"Guittard","Onyx",654,2011,72,"U.S.A.",3.25," ",TRUE
"Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinidad",FALSE
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,"Hawaii",FALSE
"Guittard","Nocturne",387,2009,91,"U.S.A.",3," ",TRUE
"Guittard","Complexite",387,2009,70,"U.S.A.",3.5," ",FALSE
"Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,"Peru",FALSE
"Guittard","Special Maker Reserve",276,2008,64,"U.S.A.",3," ",FALSE
"Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,"Venezuela",FALSE
"Guittard","Quetzalcoatl",147,2007,72,"U.S.A.",3.5," ",TRUE
"Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Colombia",FALSE
"Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Venezuela",FALSE
"Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Madagascar",FALSE
"Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Ecuador",FALSE
"Guittard","Tsaranta",93,2006,61,"U.S.A.",3.5," ",FALSE
"Guittard","Semisweet",99,2006,61,"U.S.A.",3," ",FALSE
"Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,"Papua New Guinea",TRUE
"Habitual","Campesino w/ nibs",1197,2014,74,"Canada",2.75," ",TRUE
"Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,"Dominican Republic",TRUE
"Habitual","Trinitario",1197,2014,70,"Canada",3.5," ",FALSE
"Habitual","Downtown London",1201,2014,65,"Canada",2.75," ",FALSE
"Habitual","Africa meets Latina",1201,2014,70,"Canada",3," ",FALSE
"Habitual","Amazonas",1201,2014,80,"Canada",3," ",TRUE
"Habitual","Sharkey",1201,2014,66,"Canada",3.25,"Hawaii",FALSE
"Habitual","one hundred",1205,2014,100,"Canada",2," ",TRUE
"Hachez","Arriba",166,2007,77,"Germany",2.5,"Ecuador",TRUE
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Ecuador",FALSE
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Ecuador",FALSE
"Haigh","South America and Africa",701,2011,70,"Australia",3,"South America, Africa",FALSE
"Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,"Brazil",TRUE
"Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,"Brazil",FALSE
"Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,"Brazil",TRUE
"Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,"Brazil",TRUE
"Heilemann","Peru",1876,2016,64,"Germany",2.75,"Peru",FALSE
"Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Belize",FALSE
"Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Costa Rica",TRUE
"Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Bolivia",FALSE
"Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Bolivia",FALSE
"Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"Ecuador",FALSE
"Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,"Hawaii",FALSE
"Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,"Hawaii",TRUE
"Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"Ecuador",FALSE
"Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"Ecuador",TRUE
"Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"Bolivia",FALSE
"Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"Bolivia",TRUE
"hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Uganda",FALSE
"hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Venezuela",TRUE
"hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,"Tanzania",FALSE
"hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Madagascar",TRUE
"hexx","Venezuela",1546,2015,70,"U.S.A.",3,"Venezuela",FALSE
"hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,"Ecuador",TRUE
"hexx","Peru",1550,2015,70,"U.S.A.",3.25,"Peru",FALSE
"Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Madagascar",FALSE
"Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Venezuela",TRUE
"Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Domincan Republic",TRUE
"Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Peru",FALSE
"Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Ecuador",TRUE
"Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Ecuador",TRUE
"Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Ecuador",TRUE
"Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Ecuador",FALSE
"Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Ecuador",FALSE
"Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,"Peru",FALSE
"Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,"Ecuador",FALSE
"Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Madagascar",FALSE
"Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Trinidad",FALSE
"Holy Cacao","Mara",1466,2015,70,"Israel",3.5,"Venezuela",FALSE
"Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,"Ivory Coast",FALSE
"Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,"Dominican Republic",FALSE
"Holy Cacao","San Martin",431,2009,70,"Israel",3.5,"Peru",FALSE
"Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,"Dominican Republic",TRUE
"Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,"Ecuador",TRUE
"Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,"St. Lucia",FALSE
"Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"St. Lucia",FALSE
"Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"St. Lucia",TRUE
"Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Trinidad",TRUE
"Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Vietnam",TRUE
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Ecuador",TRUE
"Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Madagascar",TRUE
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,82,"U.K.",3.5,"Ecuador",TRUE
"Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100,"U.K.",2.75,"Peru",TRUE
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100,"U.K.",2.5,"Ecuador",TRUE
"Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,100,"U.K.",2.75,"Dominican Republic",TRUE
"Hotel Chocolat (Coppeneur)","Sambirano",809,2012,66,"U.K.",3.5,"Madagascar",FALSE
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,80,"U.K.",3,"Ecuador",TRUE
"Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,65,"U.K.",3,"St. Lucia",FALSE
"Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,65,"U.K.",3.25,"St. Lucia",FALSE
"Hotel Chocolat (Coppeneur)","Ecuador",552,2010,70,"U.K.",2.75,"Ecuador",FALSE
"Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,70,"U.K.",3,"Dominican Republic",FALSE
"Hotel Chocolat (Coppeneur)","Chuao",600,2010,70,"U.K.",2.75,"Venezuela",FALSE
"Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,72,"U.K.",3,"St. Lucia",TRUE
"Hotel Chocolat (Coppeneur)","Uganda",296,2008,80,"U.K.",2.5,"Uganda",TRUE
"Hotel Chocolat (Coppeneur)","Tanzania",296,2008,75,"U.K.",2.75,"Tanzania",TRUE
"Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,72,"U.K.",3,"Sao Tome",TRUE
"Hummingbird","Lam Dong",1542,2015,70,"Canada",3.5,"Vietnam",FALSE
"Hummingbird","Bolivia",1307,2014,70,"Canada",3,"Bolivia",FALSE
"Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70,"Canada",3,"Bolivia",FALSE
"Hummingbird","Momotombo",1311,2014,70,"Canada",3,"Nicaragua",FALSE
"Hummingbird","Hispaniola",1311,2014,70,"Canada",3.75,"Dominican Republic",FALSE
"Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,70,"Canada",3.5,"Dominican Republic",FALSE
"Hummingbird","Ocumare, Cumboto",1097,2013,70,"Canada",3.25,"Venezuela",FALSE
"Hummingbird","Amazonas",1097,2013,70,"Canada",3.75,"Venezuela",FALSE
"Idilio (Felchlin)","Chuao, Venezuela",1085,2013,72,"Switzerland",3.75,"Venezuela",TRUE
"Idilio (Felchlin)","Coopertiva Amazona",725,2011,72,"Switzerland",3.75,"Venezuela",TRUE
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72,"Switzerland",3.75,"Venezuela",TRUE
"Idilio (Felchlin)","Choroni, Finca Torres, 48hr c.",729,2011,72,"Switzerland",3.25,"Venezuela",TRUE
"Idilio (Felchlin)","Ocumare, H. Cata, 48hr c.",733,2011,72,"Switzerland",3.75,"Venezuela",TRUE
"Idilio (Felchlin)","Porcelana, Zulia",733,2011,74,"Switzerland",4,"Venezuela",TRUE
"Idilio (Felchlin)","Ocumare, H. Cata, w/ nibs",737,2011,72,"Switzerland",3.5,"Venezuela",TRUE
"Idilio (Felchlin)","Carenero Superior, Urrutia, Barlovento",737,2011,70,"Switzerland",4,"Venezuela",FALSE
"Idilio (Felchlin)","Coopertiva Amazona w/ nibs",737,2011,72,"Switzerland",4,"Venezuela",TRUE
"Idilio (Felchlin)","Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72,"Switzerland",4,"Venezuela",TRUE
"Indah","India (south)",1788,2016,61,"India",2.5,"India",FALSE
"Indaphoria","La Red",821,2012,70,"U.S.A.",3.25,"Dominican Republic",FALSE
"Indaphoria","Conacado, Manifesto",907,2012,70,"U.S.A.",2.75,"Dominican Republic",FALSE
"Indi","Honduras",1255,2014,77,"U.S.A.",3,"Honduras",TRUE
"iQ Chocolate","Satipo region, white label",943,2012,72,"Scotland",2.75,"Peru",TRUE
"iQ Chocolate","black label",943,2012,72,"Scotland",3,"Peru",TRUE
"Isidro","Madagascar",1275,2014,72,"U.S.A.",3.5,"Madagascar",TRUE
"Isidro","Peru",1279,2014,72,"U.S.A.",2.25,"Peru",TRUE
"Isidro","Belize",1279,2014,72,"U.S.A.",3.25,"Belize",TRUE
